,X,TE.fixed,lower.fixed,upper.fixed,pval.fixed,TE.random,lower.random,upper.random,pval.random,symbol.x,idx,beta,pval,cilb,ciub,i2,tau2,symbol.y
1,ENSG00000000419.11,1.13866298734603,1.04962482416413,1.23525412976421,0.00177308302370776,1.19219675038654,1.04632264212408,1.35840804204222,0.00829150856262851,DPM1,53856,0.220069683653101,0.00203006750567938,0.0802910372727612,0.35984833003344,97.6169568440293,0.110120481498761,DPM1
2,ENSG00000002330.12,1.01196153100735,0.951421713053822,1.07635355194045,0.705589108289259,1.01196153100735,0.951421713053822,1.07635355194045,0.705589108289259,BAD,47063,-0.00684827420455639,0.933813599807581,-0.168470672266269,0.154774123857156,94.7507434370602,0.135970571551562,BAD
3,ENSG00000002586.16,1.06517604160796,1.00936609681176,1.12407183399504,0.0214778571148424,1.05364156425779,0.966829213445971,1.14824886390718,0.233636891446147,CD99,59636,-0.0581906698534495,0.765777687224538,-0.441039659122121,0.324658319415222,99.0499943719062,0.804264144570555,CD99
4,ENSG00000002834.16,1.14778510224768,1.0621468971422,1.24032809820028,0.00049412156111373,1.16590583459963,1.02859651098842,1.32154484351421,0.0163508588634966,LASP1,57714,0.161938949858502,0.117273131967851,-0.0406978033066754,0.364575703023679,97.9321665097724,0.229114334068558,LASP1
5,ENSG00000003056.6,1.04002379034713,0.974551154883352,1.10989503123361,0.236838626788732,1.04123354737705,0.966280617011265,1.12200046352659,0.289114187570884,M6PR,31376,0.004473207655546,0.949601026328468,-0.134233164282883,0.143179579593975,95.8654475715777,0.0998714587594442,M6PR
6,ENSG00000003756.15,0.87629864412471,0.811308210628958,0.946495183500607,0.000783389545287375,0.867994905109781,0.747751010849975,1.00757490710728,0.0627759123791835,RBM5,38298,-0.0950091177950076,0.16463166043369,-0.229008969991476,0.0389907344014604,94.7225330620237,0.0919128842724763,RBM5
7,ENSG00000004059.9,0.995933418561403,0.926585563850521,1.07047143070687,0.911887867792954,0.993533937727176,0.912623826620192,1.08161726291031,0.881017875611999,ARF5,57544,0.334143044121114,6.9532102065229e-08,0.212692251581342,0.455593836660886,92.1385731206004,0.0700859827111289,ARF5
8,ENSG00000004455.15,1.00125595291851,0.91526973590013,1.09532025798801,0.978142587470626,1.0447011798668,0.89311370972661,1.22201746914083,0.584569175872899,AK2,18018,0.0985590446768496,0.409728806762287,-0.135767715819768,0.332885805173467,99.1391455920723,0.31360152292736,AK2
9,ENSG00000004487.14,1.18781597212858,1.09055437927108,1.29375188478617,7.85621726776142e-05,1.17559487652766,1.01255502498952,1.36488712179605,0.0336902847211271,KDM1A,23903,0.383167581243209,5.22808737555572e-06,0.218310209460283,0.548024953026135,98.8073954917284,0.150899177681001,KDM1A
10,ENSG00000004779.8,0.996769050130126,0.927716253287891,1.07096166071911,0.92959993221754,0.992580903934784,0.912132283510141,1.08012496505946,0.862904332404711,NDUFAB1,24520,0.183155538564621,0.0286262375752794,0.0191333499293865,0.347177727199856,95.6643321579699,0.145748465307502,NDUFAB1
11,ENSG00000004897.10,1.24587085393222,1.1334972575174,1.36938503766426,5.16061694023668e-06,1.3123004591396,1.09126163028871,1.57811146956793,0.00387707794477561,CDC27,42278,0.0692452439647898,0.277341816162379,-0.0556897844171142,0.194180272346694,97.0247103514241,0.0877918586906643,CDC27
12,ENSG00000004975.10,1.05968277727825,0.976645042470895,1.14978066710825,0.163815216472121,1.07034372200115,0.927999909467271,1.23452133081019,0.350473896544398,DVL2,13169,0.204122182318013,0.0243070096469845,0.0264893168521086,0.381755047783918,98.3393368954671,0.169891395813144,DVL2
13,ENSG00000005022.5,1.02788626924151,0.964826511508798,1.09506752757341,0.394507979153342,1.03495844782953,0.94192431459507,1.13718158894135,0.474610012687761,SLC25A5,2723,0.0789277335349205,0.601640021137872,-0.217399115714289,0.37525458278413,98.7239573266281,0.493627190892868,SLC25A5
14,ENSG00000005075.14,1.02525177797154,0.965670911286316,1.08850872067136,0.41427309191527,1.00499385305079,0.918368212995201,1.09979050927273,0.913745077139658,POLR2J,15768,0.513029729722211,2.50044270126193e-07,0.318073450209053,0.70798600923537,96.5838724943252,0.205347934947406,POLR2J
15,ENSG00000005339.11,0.9117384018603,0.843398789366652,0.985615492821623,0.0201016764224682,0.905485774145573,0.814135477587437,1.00708605600835,0.067275882026204,CREBBP,18635,-0.078465899461042,0.280519453820263,-0.220976102674623,0.0640443037525386,95.6682958614116,0.109100044786393,CREBBP
16,ENSG00000005810.16,0.933106435361796,0.88112177097567,0.988158105263341,0.0179198338931804,0.929919625238379,0.867284881281887,0.997077809226129,0.0411297025699665,MYCBP2,35769,-0.442273719628762,0.000212995806457275,-0.676359950617581,-0.208187488639942,96.9552423238993,0.301613604247532,MYCBP2
17,ENSG00000005812.9,0.882189604293174,0.819165331292317,0.950062787319337,0.000917902725856205,0.900759771115025,0.782161258041436,1.03734128597841,0.146779586263592,FBXL3,11935,-0.61419718642902,3.0600335393459e-18,-0.752419199811243,-0.475975173046797,96.3265623421329,0.105377790749379,FBXL3
18,ENSG00000005893.14,1.05489421265292,0.984326844460173,1.13052062549295,0.130335826972591,1.06186948671895,0.952018320721858,1.18439612167317,0.28128368474811,LAMP2,10136,0.151531970358185,0.00204415575501427,0.0552212817496778,0.247842658966693,91.5176365066131,0.0425834983791001,LAMP2
19,ENSG00000006007.10,0.990864714936938,0.913917163835909,1.07429088998195,0.823918486351867,0.977600193549709,0.843381860110345,1.13317843746768,0.763672564661773,GDE1,9222,-0.0557892710859447,0.593763896524642,-0.260789437047647,0.149210894875758,98.6232317693168,0.228891300762067,GDE1
